股票代码,股票简称,现价(元),涨跌幅(%),解禁股类型2020.01.01-2020.12.31,解禁日期2020.01.01-2020.12.31,总解禁股数(股)2020.01.01-2020.12.31,总解禁金额(元)2020.01.01-2020.12.31,解禁成本(元)2020.01.01-2020.12.31
002851.SZ,麦格米特,30.31,-0.62,定向增发机构配售股份,20200918,--,--,13.88
002876.SZ,三利谱,43.93,1.04,定向增发机构配售股份,20201221,--,--,42.03
002915.SZ,中欣氟材,19.12,1.49,定向增发机构配售股份,20201019,--,--,14.27
002915.SZ,中欣氟材,19.12,1.49,定向增发机构配售股份,20201221,--,--,15.69
300008.SZ,天海防务,5.71,19.96,定向增发机构配售股份,20200601,187349500.00,547060540.00,5.54
300009.SZ,安科生物,17.73,3.68,定向增发机构配售股份,20200330,46123370.00,640653609.30,12.75
300011.SZ,鼎汉技术,7.16,-1.51,定向增发机构配售股份,20200803,27598926.00,185188793.46,14.86
300014.SZ,亿纬锂能,50.48,0.72,定向增发机构配售股份,20200521,114995400.00,6991720320.00,21.74
300034.SZ,钢研高纳,24.87,3.20,定向增发机构配售股份,20201012,--,--,14.63
300035.SZ,中科电气,8.51,1.55,定向增发机构配售股份,20200309,19565928.00,157310061.12,5.74
300035.SZ,中科电气,8.51,1.55,定向增发机构配售股份,20201120,--,--,5.05
300037.SZ,新宙邦,57.35,1.63,定向增发机构配售股份,20201111,--,--,34.60
300038.SZ,数知科技,8.89,-0.89,定向增发机构配售股份,20200610,355287007.00,2899141977.12,11.70
300041.SZ,回天新材,14.18,-0.14,定向增发机构配售股份,20200707,24928032.00,430756392.96,9.28
300044.SZ,赛为智能,8.05,0.63,定向增发机构配售股份,20200720,86689304.00,616360951.44,7.23
300045.SZ,华力创通,15.48,2.52,定向增发机构配售股份,20200525,6003757.00,69463468.49,15.93
300047.SZ,天源迪科,9.33,-0.32,定向增发机构配售股份,20201019,--,--,10.54
300050.SZ,世纪鼎利,6.08,-1.30,定向增发机构配售股份,20200110,6000000.00,36240000.00,7.56
300050.SZ,世纪鼎利,6.08,-1.30,定向增发机构配售股份,20200819,23462105.00,128103093.30,12.22
300050.SZ,世纪鼎利,6.08,-1.30,定向增发机构配售股份,20200901,7906151.00,48069398.08,12.64
300051.SZ,三五互联,7.84,-2.37,定向增发机构配售股份,20200930,--,--,9.78
300054.SZ,鼎龙股份,18.58,-0.64,定向增发机构配售股份,20200710,2087362.00,40139971.26,10.54
300054.SZ,鼎龙股份,18.58,-0.64,定向增发机构配售股份,20201209,--,--,8.59
300056.SZ,中创环保,6.74,-4.26,定向增发机构配售股份,20200117,288850.00,1851528.50,7.58
300056.SZ,中创环保,6.74,-4.26,定向增发机构配售股份,20200327,11293054.00,63466963.48,17.71
300064.SZ,豫金刚石,2.91,-8.49,定向增发机构配售股份,20200624,33103448.00,61903447.76,8.62
300068.SZ,南都电源,14.73,-1.34,定向增发机构配售股份,20200831,--,--,17.51
300073.SZ,当升科技,--,--,定向增发机构配售股份,20200915,--,--,8.86
300078.SZ,思创医惠,12.24,1.16,定向增发机构配售股份,20200213,54135335.00,742736796.20,10.90
300078.SZ,思创医惠,12.24,1.16,定向增发机构配售股份,20201209,--,--,11.14
300080.SZ,易成新能,5.64,-1.05,定向增发机构配售股份,20201014,--,--,3.79
300091.SZ,金通灵,4.57,-2.35,定向增发机构配售股份,20200225,60422960.00,240483380.80,3.30
300091.SZ,金通灵,4.57,-2.35,定向增发机构配售股份,20200515,28165444.00,92382656.32,6.86
300094.SZ,国联水产,5.88,6.33,定向增发机构配售股份,20200224,125773195.00,513154635.60,4.82
300098.SZ,高新兴,6.44,-0.16,定向增发机构配售股份,20201222,--,--,8.83
300109.SZ,新开源,17.42,0.17,定向增发机构配售股份,20200630,93764375.00,1388650393.75,16.15
300109.SZ,新开源,17.42,0.17,定向增发机构配售股份,20200728,6400000.00,102912000.00,16.15
300120.SZ,经纬辉开,17.40,-4.92,定向增发机构配售股份,20200910,--,--,5.47
300120.SZ,经纬辉开,17.40,-4.92,定向增发机构配售股份,20201116,--,--,9.39
300123.SZ,亚光科技,19.26,3.44,定向增发机构配售股份,20201023,--,--,7.15
300124.SZ,汇川技术,57.89,-1.38,定向增发机构配售股份,20201207,--,--,21.63
300132.SZ,青松股份,23.82,2.58,定向增发机构配售股份,20200528,74205387.00,1262233632.87,11.56
300140.SZ,中环装备,11.06,-3.83,定向增发机构配售股份,20200121,20394042.00,216176845.20,16.38
300140.SZ,中环装备,11.06,-3.83,定向增发机构配售股份,20200330,13836477.00,155106907.17,7.95
300140.SZ,中环装备,11.06,-3.83,定向增发机构配售股份,20200731,6321889.00,66759147.84,16.38
300150.SZ,世纪瑞尔,5.32,0.38,定向增发机构配售股份,20200605,7106350.00,31978575.00,8.52
300164.SZ,通源石油,4.71,-3.09,定向增发机构配售股份,20200508,35337042.00,145235242.62,--
300180.SZ,华峰超纤,7.41,0.41,定向增发机构配售股份,20200724,412449479.00,3010881196.70,4.74
300184.SZ,力源信息,7.00,-0.43,定向增发机构配售股份,20200323,109487158.00,707287040.68,6.05
300184.SZ,力源信息,7.00,-0.43,定向增发机构配售股份,20200414,318074025.00,2296494460.50,6.05
300190.SZ,维尔利,10.17,7.28,定向增发机构配售股份,20200629,19038247.00,142406087.56,8.54
300192.SZ,科斯伍德,26.44,-1.34,定向增发机构配售股份,20201112,--,--,13.50
300197.SZ,铁汉生态,3.21,-1.23,定向增发机构配售股份,20200316,10712517.00,34065804.06,6.80
300200.SZ,高盟新材,11.85,-1.00,定向增发机构配售股份,20200708,47051171.00,852096706.81,13.91
300201.SZ,海伦哲,4.55,0.66,定向增发机构配售股份,20200720,86781802.00,359276660.28,2.84
300209.SZ,天泽信息,15.27,-2.68,定向增发机构配售股份,20200615,64524059.00,820100789.89,21.96
300221.SZ,银禧科技,6.43,-1.23,定向增发机构配售股份,20200302,31920857.00,178756799.20,11.02
300222.SZ,科大智能,14.07,-3.37,定向增发机构配售股份,20200616,73709436.00,601468997.76,3.20
300224.SZ,正海磁材,10.38,4.43,定向增发机构配售股份,20200319,75803212.00,601877503.28,9.64
300227.SZ,光韵达,11.14,-0.27,定向增发机构配售股份,20200528,24356777.00,203379087.95,7.82
300227.SZ,光韵达,11.14,-0.27,定向增发机构配售股份,20200731,49531403.00,646880123.18,5.56
300232.SZ,洲明科技,9.35,-0.85,定向增发机构配售股份,20201221,--,--,7.22
300233.SZ,金城医药,34.40,1.66,定向增发机构配售股份,20200327,16835016.00,362121194.16,17.29
300239.SZ,东宝生物,6.06,0.17,定向增发机构配售股份,20200330,60000000.00,282600000.00,3.84
300241.SZ,瑞丰光电,8.51,3.65,定向增发机构配售股份,20200206,5841444.00,33588303.00,4.50
300242.SZ,佳云科技,6.85,-2.56,定向增发机构配售股份,20200402,9001072.00,42035006.24,6.92
300242.SZ,佳云科技,6.85,-2.56,定向增发机构配售股份,20200622,5264324.00,35165684.32,4.01
300244.SZ,迪安诊断,44.42,3.23,定向增发机构配售股份,20200116,69428843.00,1646157867.53,15.46
300266.SZ,兴源环境,3.98,-2.45,定向增发机构配售股份,20201117,--,--,14.15
300269.SZ,联建光电,4.23,-9.23,定向增发机构配售股份,20200214,4742728.00,19350330.24,12.13
300269.SZ,联建光电,4.23,-9.23,定向增发机构配售股份,20200306,2881185.00,13512757.65,6.21
300271.SZ,华宇软件,27.02,2.31,定向增发机构配售股份,20200907,--,--,16.53
300271.SZ,华宇软件,27.02,2.31,定向增发机构配售股份,20201016,--,--,15.62
300276.SZ,三丰智能,5.64,-1.23,定向增发机构配售股份,20201229,--,--,6.34
300278.SZ,华昌达,6.04,-0.49,定向增发机构配售股份,20200828,8309158.00,50187314.32,3.98
300280.SZ,紫天科技,48.00,1.57,定向增发机构配售股份,20200518,14324169.00,435741220.98,28.01
300281.SZ,金明精机,7.43,1.50,定向增发机构配售股份,20200924,--,--,8.52
300282.SZ,三盛教育,6.81,-2.44,定向增发机构配售股份,20200303,8348211.00,64364706.81,19.64
300284.SZ,苏交科,8.88,2.07,定向增发机构配售股份,20200716,29046774.00,225983901.72,11.15
300285.SZ,国瓷材料,41.69,3.55,定向增发机构配售股份,20200615,18452599.00,473862742.32,12.21
300290.SZ,荣科科技,8.25,0.86,定向增发机构配售股份,20200304,41697950.00,342340169.50,3.90
300302.SZ,同有科技,15.90,3.99,定向增发机构配售股份,20200413,5321214.00,56138807.70,9.86
300302.SZ,同有科技,15.90,3.99,定向增发机构配售股份,20200522,5321214.00,59597596.80,9.86
300302.SZ,同有科技,15.90,3.99,定向增发机构配售股份,20201112,--,--,9.68
300308.SZ,中际旭创,59.42,-0.44,定向增发机构配售股份,20200410,48129252.00,2768394575.04,32.23
300308.SZ,中际旭创,59.42,-0.44,定向增发机构配售股份,20200714,249325551.00,17318152772.46,9.62
300308.SZ,中际旭创,59.42,-0.44,定向增发机构配售股份,20200811,50664696.00,2860528736.16,9.62
300331.SZ,苏大维格,34.97,0.49,定向增发机构配售股份,20200106,32343445.00,686327902.90,20.54
300332.SZ,天壕环境,5.48,-5.84,定向增发机构配售股份,20200120,127223006.00,519069864.48,8.15
300334.SZ,津膜科技,9.49,-4.91,定向增发机构配售股份,20200203,1190654.00,6643849.32,15.41
300338.SZ,开元股份,8.62,0.82,定向增发机构配售股份,20200402,73239409.00,602027941.98,14.58
300340.SZ,科恒股份,14.24,5.25,定向增发机构配售股份,20201109,--,--,14.19
300342.SZ,天银机电,16.95,0.42,定向增发机构配售股份,20200601,8900536.00,173560452.00,12.73
300343.SZ,联创股份,3.09,-4.63,定向增发机构配售股份,20201228,--,--,5.20
300348.SZ,长亮科技,21.27,0.81,定向增发机构配售股份,20200116,620838.00,15626492.46,11.61
300358.SZ,楚天科技,12.59,2.78,定向增发机构配售股份,20200306,15346550.00,122618934.50,10.59
300365.SZ,恒华科技,12.40,2.48,定向增发机构配售股份,20201009,--,--,11.46
300375.SZ,鹏翎股份,5.24,-4.03,定向增发机构配售股份,20201120,--,--,3.40
300375.SZ,鹏翎股份,5.24,-4.03,定向增发机构配售股份,20201215,--,--,4.90
300383.SZ,光环新网,26.34,-0.75,定向增发机构配售股份,20200429,8241279.00,217981829.55,12.02
300385.SZ,雪浪环境,7.83,-6.56,定向增发机构配售股份,20201214,--,--,11.38
300388.SZ,国祯环保,10.34,-5.83,定向增发机构配售股份,20200727,109790001.00,1105585310.07,8.47
300390.SZ,天华超净,17.79,5.14,定向增发机构配售股份,20201225,--,--,5.27
300391.SZ,康跃科技,18.60,7.83,定向增发机构配售股份,20200525,22268451.00,263435775.33,10.78
300393.SZ,中来股份,8.67,0.35,定向增发机构配售股份,20201228,--,--,8.11
300395.SZ,菲利华,45.57,2.43,定向增发机构配售股份,20201026,--,--,17.99
300398.SZ,飞凯材料,22.29,2.30,定向增发机构配售股份,20201022,--,--,14.23
300409.SZ,道氏技术,12.82,-1.91,定向增发机构配售股份,20201207,--,--,23.69
300410.SZ,正业科技,8.77,-3.41,定向增发机构配售股份,20200221,7472747.00,60454523.23,21.15
300411.SZ,金盾股份,12.80,3.90,定向增发机构配售股份,20201103,--,--,14.93
300413.SZ,芒果超媒,70.73,6.68,定向增发机构配售股份,20200703,97337531.00,5995991909.60,20.55
300414.SZ,中光防雷,14.31,2.58,定向增发机构配售股份,20201009,--,--,17.64
300420.SZ,五洋停车,7.55,-3.21,定向增发机构配售股份,20201116,--,--,--
300425.SZ,中建环能,5.69,-5.33,定向增发机构配售股份,20200219,12022960.00,56267452.80,8.21
300425.SZ,中建环能,5.69,-5.33,定向增发机构配售股份,20201203,--,--,5.87
300427.SZ,红相股份,30.72,2.06,定向增发机构配售股份,20200302,5753968.00,113583328.32,9.99
300427.SZ,红相股份,30.72,2.06,定向增发机构配售股份,20201013,--,--,16.46
300428.SZ,四通新材,17.97,-1.70,定向增发机构配售股份,20200114,10792132.00,174508774.44,10.58
300428.SZ,四通新材,17.97,-1.70,定向增发机构配售股份,20200429,48725211.00,711388080.60,10.49
300430.SZ,诚益通,8.77,-0.90,定向增发机构配售股份,20200417,13152248.00,98904904.96,21.98
300432.SZ,富临精工,10.19,-0.97,定向增发机构配售股份,20200330,31667684.00,268858637.16,16.00
300434.SZ,金石亚药,9.16,-0.97,定向增发机构配售股份,20200818,102351276.00,889432588.44,12.67
300435.SZ,中泰股份,13.15,1.70,定向增发机构配售股份,20201117,--,--,8.95
300435.SZ,中泰股份,13.15,1.70,定向增发机构配售股份,20201209,--,--,10.38
300441.SZ,鲍斯股份,10.16,-2.21,定向增发机构配售股份,20200609,16656004.00,157232677.76,10.33
300447.SZ,全信股份,13.31,3.26,定向增发机构配售股份,20200907,--,--,20.96
300449.SZ,汉邦高科,14.63,0.69,定向增发机构配售股份,20200929,--,--,22.14
300450.SZ,先导智能,45.13,0.58,定向增发机构配售股份,20200624,31536868.00,1452272771.40,16.72
300451.SZ,创业慧康,16.24,4.04,定向增发机构配售股份,20200828,90018009.00,1461892466.16,8.66
300455.SZ,康拓红外,17.00,1.80,定向增发机构配售股份,20201231,--,--,7.49
300457.SZ,赢合科技,31.91,-0.38,定向增发机构配售股份,20200313,7659722.00,448476723.10,25.46
300462.SZ,华铭智能,26.39,-1.60,定向增发机构配售股份,20201026,--,--,13.76
300464.SZ,星徽精密,27.32,-2.95,定向增发机构配售股份,20200226,53599634.00,792202590.52,8.00
300464.SZ,星徽精密,27.32,-2.95,定向增发机构配售股份,20200605,20327960.00,194335297.60,8.00
300464.SZ,星徽精密,27.32,-2.95,定向增发机构配售股份,20201026,--,--,7.90
300466.SZ,赛摩智能,6.75,0.60,定向增发机构配售股份,20201013,--,--,14.92
300467.SZ,迅游科技,18.32,-1.19,定向增发机构配售股份,20201208,--,--,39.51
300477.SZ,合纵科技,7.08,2.76,定向增发机构配售股份,20200907,--,--,7.97
300477.SZ,合纵科技,7.08,2.76,定向增发机构配售股份,20201012,--,--,9.83
300479.SZ,神思电子,17.61,-0.17,定向增发机构配售股份,20200326,4354545.00,68584083.75,13.17
300479.SZ,神思电子,17.61,-0.17,定向增发机构配售股份,20200619,1644064.00,25219941.76,27.08
300480.SZ,光力科技,18.96,0.58,定向增发机构配售股份,20200814,9790523.00,177991708.14,15.25
300483.SZ,沃施股份,35.81,-1.76,定向增发机构配售股份,20200226,24374913.00,912596742.72,25.80
300483.SZ,沃施股份,35.81,-1.76,定向增发机构配售股份,20200325,8753095.00,288239418.35,25.80
300486.SZ,东杰智能,20.85,-0.34,定向增发机构配售股份,20200304,19051651.00,510584246.80,11.78
300486.SZ,东杰智能,20.85,-0.34,定向增发机构配售股份,20201026,--,--,14.56
300490.SZ,华自科技,9.83,-1.50,定向增发机构配售股份,20201130,--,--,23.11
300491.SZ,通合科技,14.20,1.07,定向增发机构配售股份,20200323,2962234.00,45618403.60,14.95
300495.SZ,美尚生态,8.91,-1.76,定向增发机构配售股份,20200402,79487178.00,843358958.58,11.60
300500.SZ,启迪设计,16.19,-0.43,定向增发机构配售股份,20200312,3577168.00,55446104.00,26.46
300503.SZ,昊志机电,17.35,-0.40,定向增发机构配售股份,20200221,32952669.00,423441796.65,8.20
300505.SZ,川金诺,19.05,-3.89,定向增发机构配售股份,20200227,7166122.00,147622113.20,21.36
300513.SZ,恒实科技,14.28,1.49,定向增发机构配售股份,20200424,8132555.00,104015378.45,13.28
300520.SZ,科大国创,22.87,1.55,定向增发机构配售股份,20200110,8861388.00,173417363.16,18.73
300520.SZ,科大国创,22.87,1.55,定向增发机构配售股份,20201211,--,--,16.57
300523.SZ,辰安科技,49.10,0.10,定向增发机构配售股份,20200122,5481640.00,279782905.60,27.29
300523.SZ,辰安科技,49.10,0.10,定向增发机构配售股份,20200420,6134751.00,247966635.42,28.09
300523.SZ,辰安科技,49.10,0.10,定向增发机构配售股份,20200515,319804.00,13358213.08,27.29
300525.SZ,博思软件,42.78,3.89,定向增发机构配售股份,20201016,--,--,18.95
300531.SZ,优博讯,24.09,1.01,定向增发机构配售股份,20201228,--,--,14.94
300537.SZ,广信材料,16.81,1.45,定向增发机构配售股份,20200717,6111996.00,112094006.64,27.40
300563.SZ,神宇股份,34.51,2.40,定向增发机构配售股份,20201203,--,--,24.01
300568.SZ,星源材质,20.04,-1.09,定向增发机构配售股份,20200820,68721331.00,1294022662.73,12.42
300578.SZ,会畅通讯,42.54,-2.21,定向增发机构配售股份,20200205,8417706.00,335024698.80,18.22
300578.SZ,会畅通讯,42.54,-2.21,定向增发机构配售股份,20200518,11277913.00,458898279.97,18.22
300578.SZ,会畅通讯,42.54,-2.21,定向增发机构配售股份,20201106,--,--,24.92
300596.SZ,利安隆,34.92,0.37,定向增发机构配售股份,20200723,2250937.00,76644404.85,23.86
300601.SZ,康泰生物,206.43,4.08,定向增发机构配售股份,20201120,--,--,109.83
300602.SZ,飞荣达,29.38,-0.68,定向增发机构配售股份,20201112,--,--,26.72
300603.SZ,立昂技术,17.90,-0.67,定向增发机构配售股份,20200507,27881001.00,780668028.00,15.87
300604.SZ,长川科技,28.70,0.99,定向增发机构配售股份,20200928,--,--,15.83
300609.SZ,汇纳科技,37.99,-9.76,定向增发机构配售股份,20201207,--,--,30.61
300629.SZ,新劲刚,32.74,1.68,定向增发机构配售股份,20201016,--,--,15.29
300629.SZ,新劲刚,32.74,1.68,定向增发机构配售股份,20201124,--,--,17.74
300630.SZ,普利制药,48.23,2.25,定向增发机构配售股份,20201029,--,--,39.02
300638.SZ,广和通,69.60,-0.57,定向增发机构配售股份,20201130,--,--,30.26
300655.SZ,晶瑞股份,38.40,2.40,定向增发机构配售股份,20201204,--,--,27.83
300657.SZ,弘信电子,19.42,2.75,定向增发机构配售股份,20200910,--,--,14.38
300667.SZ,必创科技,22.83,9.29,定向增发机构配售股份,20201027,--,--,15.25
300667.SZ,必创科技,22.83,9.29,定向增发机构配售股份,20201223,--,--,15.21
300670.SZ,大烨智能,8.20,-1.21,定向增发机构配售股份,20201230,--,--,10.19
300671.SZ,富满电子,54.51,7.03,定向增发机构配售股份,20201230,--,--,22.20
300673.SZ,佩蒂股份,41.10,5.17,定向增发机构配售股份,20201113,--,--,22.11
300682.SZ,朗新科技,18.25,-0.82,定向增发机构配售股份,20200624,70857847.00,1202457663.59,10.05
300732.SZ,设研院,15.50,-0.96,定向增发机构配售股份,20200122,3049065.00,53450109.45,27.22
300732.SZ,设研院,15.50,-0.96,定向增发机构配售股份,20200528,2378211.00,38645928.75,27.22
300735.SZ,光弘科技,18.21,-0.38,定向增发机构配售股份,20201027,--,--,16.72
300746.SZ,汉嘉设计,14.74,-1.54,定向增发机构配售股份,20200930,--,--,19.51
600000.SH,浦发银行,10.46,1.06,定向增发机构配售股份,20200904,--,--,10.81
600027.SH,华电国际,4.06,1.00,定向增发机构配售股份,20200720,1150000000.00,4508000000.00,2.53
600035.SH,楚天高速,3.05,0.66,定向增发机构配售股份,20200224,91574688.00,285713026.56,4.26
600039.SH,四川路桥,4.41,0.69,定向增发机构配售股份,20200911,--,--,3.73
600050.SH,中国联通,5.22,0.39,定向增发机构配售股份,20201102,--,--,6.66
600061.SH,国投资本,15.15,4.56,定向增发机构配售股份,20201027,--,--,14.65
600070.SH,浙江富润,13.19,0.61,定向增发机构配售股份,20200120,37748906.00,483563485.86,7.27
600070.SH,浙江富润,13.19,0.61,定向增发机构配售股份,20200515,42849152.00,385642368.00,7.27
600079.SH,人福医药,37.03,5.95,定向增发机构配售股份,20201103,--,--,17.40
600097.SH,开创国际,10.40,-0.19,定向增发机构配售股份,20201207,--,--,15.03
600104.SH,上汽集团,18.94,-1.35,定向增发机构配售股份,20200120,180028508.00,4347688468.20,19.48
600120.SH,浙江东方,6.95,1.17,定向增发机构配售股份,20200615,533203838.00,3380512332.92,5.01
600131.SH,国网信通,22.12,0.78,定向增发机构配售股份,20201109,--,--,16.72
600131.SH,国网信通,22.12,0.78,定向增发机构配售股份,20201228,--,--,5.53
600133.SH,东湖高新,6.46,-0.16,定向增发机构配售股份,20200921,--,--,8.43
600133.SH,东湖高新,6.46,-0.16,定向增发机构配售股份,20201123,--,--,5.26
600133.SH,东湖高新,6.46,-0.16,定向增发机构配售股份,20201207,--,--,8.96
600141.SH,兴发集团,11.65,-1.02,定向增发机构配售股份,20200824,29544548.00,345375766.12,9.41
600141.SH,兴发集团,11.65,-1.02,定向增发机构配售股份,20201210,--,--,9.05
600152.SH,维科技术,6.65,1.53,定向增发机构配售股份,20200907,--,--,9.63
600162.SH,香江控股,2.18,0.00,定向增发机构配售股份,20200414,414572865.00,845728644.60,3.53
600170.SH,上海建工,3.22,-4.45,定向增发机构配售股份,20200302,417487799.00,1502956076.40,2.72
600171.SH,上海贝岭,17.84,0.45,定向增发机构配售股份,20201214,--,--,13.50
600172.SH,黄河旋风,3.07,0.66,定向增发机构配售股份,20200326,37539103.00,117872783.42,5.29
600179.SH,*ST安通,4.89,-1.61,定向增发机构配售股份,20200707,14000000.00,62020000.00,5.15
600187.SH,国中水务,2.75,1.10,定向增发机构配售股份,20200302,198310900.00,464047506.00,4.80
600189.SH,吉林森工,6.73,9.97,定向增发机构配售股份,20200716,15358060.00,50835178.60,7.23
600189.SH,吉林森工,6.73,9.97,定向增发机构配售股份,20201116,--,--,7.23
600199.SH,金种子酒,7.30,2.82,定向增发机构配售股份,20200407,50694389.00,260569159.46,5.64
600200.SH,江苏吴中,6.50,-6.88,定向增发机构配售股份,20200422,1623966.00,11757513.84,21.87
600211.SH,西藏药业,99.84,0.70,定向增发机构配售股份,20200506,47642287.00,1313497852.59,24.68
600217.SH,中再资环,5.67,0.53,定向增发机构配售股份,20200421,69749006.00,366182281.50,6.63
600219.SH,南山铝业,2.59,1.57,定向增发机构配售股份,20200608,2163141993.00,4499335345.44,2.87
600222.SH,太龙药业,6.10,0.83,定向增发机构配售股份,20200424,3503650.00,20601462.00,6.83
600226.SH,*ST瀚叶,1.69,4.97,定向增发机构配售股份,20200813,457039100.00,534735747.00,1.70
600241.SH,*ST时万,3.69,1.93,定向增发机构配售股份,20201211,--,--,11.67
600242.SH,*ST中昌,2.75,-1.08,定向增发机构配售股份,20200921,--,--,13.00
600248.SH,延长化建,4.35,0.69,定向增发机构配售股份,20201130,--,--,5.22
600250.SH,南纺股份,6.74,-1.61,定向增发机构配售股份,20201228,--,--,7.19
600260.SH,凯乐科技,13.54,1.05,定向增发机构配售股份,20200623,23576490.00,308380489.20,16.91
600268.SH,国电南自,7.78,0.00,定向增发机构配售股份,20201221,--,--,6.27
600273.SH,嘉化能源,10.41,2.26,定向增发机构配售股份,20200713,18997912.00,190359078.24,8.82
600277.SH,亿利洁能,3.59,-0.83,定向增发机构配售股份,20200210,64935064.00,253246749.60,6.69
600279.SH,重庆港九,3.92,1.03,定向增发机构配售股份,20201211,--,--,3.71
600295.SH,鄂尔多斯,9.21,0.11,定向增发机构配售股份,20201130,--,--,7.01
600318.SH,新力金融,11.77,4.34,定向增发机构配售股份,20200601,20209477.00,169557512.03,6.86
600328.SH,中盐化工,7.92,0.13,定向增发机构配售股份,20201026,--,--,6.48
600333.SH,长春燃气,4.18,0.48,定向增发机构配售股份,20200713,79410876.00,334319787.96,6.56
600337.SH,美克家居,5.62,-1.06,定向增发机构配售股份,20200914,--,--,4.87
600339.SH,中油工程,2.89,4.33,定向增发机构配售股份,20200103,4030966809.00,14189003167.68,4.63
600378.SH,昊华科技,22.53,2.27,定向增发机构配售股份,20201009,--,--,11.80
600387.SH,海越能源,7.41,-4.02,定向增发机构配售股份,20201130,--,--,12.96
600390.SH,五矿资本,8.08,0.12,定向增发机构配售股份,20200120,3881820161.00,33500107989.43,8.08
600392.SH,盛和资源,7.78,1.83,定向增发机构配售股份,20200224,219520715.00,1771532170.05,6.53
600392.SH,盛和资源,7.78,1.83,定向增发机构配售股份,20200413,101374000.00,734961500.00,6.53
600406.SH,国电南瑞,23.14,2.80,定向增发机构配售股份,20201228,--,--,12.88
600409.SH,三友化工,5.75,0.70,定向增发机构配售股份,20200619,27027027.00,123783783.66,6.23
600420.SH,现代制药,10.44,1.46,定向增发机构配售股份,20200309,451470156.00,4433436931.92,14.19
600429.SH,三元股份,6.24,3.31,定向增发机构配售股份,20200206,612557426.00,3032159258.70,6.47
600448.SH,华纺股份,4.08,0.74,定向增发机构配售股份,20201130,--,--,4.92
600461.SH,洪城水业,6.99,-0.43,定向增发机构配售股份,20201116,--,--,5.64
600475.SH,华光环能,14.15,1.51,定向增发机构配售股份,20200805,418896733.00,5655105895.50,13.25
600478.SH,科力远,4.00,0.25,定向增发机构配售股份,20200407,134444823.00,540468188.46,4.47
600487.SH,亨通光电,16.46,0.18,定向增发机构配售股份,20200728,43360433.00,711544705.53,18.09
600488.SH,天药股份,5.01,1.01,定向增发机构配售股份,20200825,10482538.00,52727166.14,5.37
600490.SH,鹏欣资源,4.10,1.24,定向增发机构配售股份,20200303,80000000.00,325600000.00,8.45
600490.SH,鹏欣资源,4.10,1.24,定向增发机构配售股份,20200422,107334524.00,381037560.20,5.59
600497.SH,驰宏锌锗,4.07,1.50,定向增发机构配售股份,20201130,--,--,4.65
600498.SH,烽火通信,26.16,0.04,定向增发机构配售股份,20200928,--,--,25.57
600499.SH,科达制造,4.48,0.45,定向增发机构配售股份,20201130,--,--,7.19
600502.SH,安徽建工,4.73,0.64,定向增发机构配售股份,20200703,556265118.00,2291812286.16,5.19
600502.SH,安徽建工,4.73,0.64,定向增发机构配售股份,20200803,254165131.00,1184409510.46,5.02
600509.SH,天富能源,3.78,1.07,定向增发机构配售股份,20201109,--,--,6.79
600511.SH,国药股份,46.04,3.09,定向增发机构配售股份,20200608,275702998.00,8568849177.84,24.08
600517.SH,国网英大,7.29,1.67,定向增发机构配售股份,20201116,--,--,5.50
600521.SH,华海药业,44.83,10.01,定向增发机构配售股份,20200910,--,--,12.44
600527.SH,江南高纤,3.13,-0.64,定向增发机构配售股份,20201110,--,--,2.60
600528.SH,中铁工业,9.67,1.15,定向增发机构配售股份,20200713,383802693.00,3849541010.79,11.27
600545.SH,卓郎智能,5.04,1.00,定向增发机构配售股份,20200907,--,--,6.04
600547.SH,山东黄金,28.98,1.05,定向增发机构配售股份,20200515,153820052.00,5677498119.32,10.12
600547.SH,山东黄金,28.98,1.05,定向增发机构配售股份,20201020,--,--,7.12
600557.SH,康缘药业,13.03,1.80,定向增发机构配售股份,20200520,17917886.00,234186770.02,19.66
600559.SH,老白干酒,13.19,3.21,定向增发机构配售股份,20200213,31471333.00,301180656.81,8.87
600559.SH,老白干酒,13.19,3.21,定向增发机构配售股份,20200403,20563979.00,174793821.50,11.16
600576.SH,祥源文化,4.35,0.00,定向增发机构配售股份,20200107,93524444.00,489132842.12,7.78
600578.SH,京能电力,3.21,0.31,定向增发机构配售股份,20200224,1411710154.00,4065725243.52,3.58
600584.SH,长电科技,42.08,0.94,定向增发机构配售股份,20200619,173076921.00,4936153786.92,16.37
600602.SH,云赛智联,7.28,0.28,定向增发机构配售股份,20200914,--,--,8.14
600603.SH,广汇物流,5.33,0.76,定向增发机构配售股份,20200427,203863298.00,1023393755.96,5.94
600621.SH,华鑫股份,22.28,4.26,定向增发机构配售股份,20200506,405649266.00,6855472595.40,9.32
600621.SH,华鑫股份,22.28,4.26,定向增发机构配售股份,20200515,120000000.00,2156400000.00,10.30
600629.SH,华建集团,9.17,3.03,定向增发机构配售股份,20200303,71201310.00,589546846.80,13.26
600640.SH,号百控股,17.46,2.47,定向增发机构配售股份,20200309,206296213.00,3960887289.60,14.18
600645.SH,中源协和,29.72,0.41,定向增发机构配售股份,20200727,27193524.00,688540027.68,16.07
600649.SH,城投控股,5.83,0.52,定向增发机构配售股份,20200408,108783412.00,585254756.56,14.74
600654.SH,ST中安,1.63,-0.61,定向增发机构配售股份,20201231,--,--,7.15
